@relation FakeAndRealProfiles-weka.filters.supervised.instance.SMOTE-C1-K5-P1000.0-S1

@attribute first-name-features:isamazonFirstNameMatchestwitterFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchespaypalFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchespaypalFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:islinkedinFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:islinkedinFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:isgoogleFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:isFacebookFirstNameMatchEmail {0,1}
@attribute facebook:numOfCheckinsAtFirstMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtFirstMostRecentEducationThisYear numeric
@attribute facebook:numOfCheckinsAtSecondMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtSecondMostRecentEducationThisYear numeric
@attribute facebook:numOfCheckinsAtThirdMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtThirdMostRecentEducationThisYear numeric
@attribute facebook:numOfCloseFriends numeric
@attribute facebook:numOfCollegeFriends numeric
@attribute facebook:numOfCoworkers numeric
@attribute facebook:numOfEvents numeric
@attribute facebook:numOfEventsAttended numeric
@attribute facebook:numOfFamilyMembers numeric
@attribute facebook:numOfFriends numeric
@attribute facebook:numOfFriendsBirthWithinFiveYears numeric
@attribute facebook:numOfFriendsBirthWithinFourYears numeric
@attribute facebook:numOfFriendsBirthWithinOneYear numeric
@attribute facebook:numOfFriendsBirthWithinThreeYears numeric
@attribute facebook:numOfFriendsBirthWithinTwoYears numeric
@attribute facebook:numOfFriendsFromFirstMostRecentEducation numeric
@attribute facebook:numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsFromSecondMostRecentEducation numeric
@attribute facebook:numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsFromThirdMostRecentEducation numeric
@attribute facebook:numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsWorkingAtFirstMostRecentEducation numeric
@attribute facebook:numOfFriendsWorkingAtSecondMostRecentEducation numeric
@attribute facebook:numOfFriendsWorkingAtThirdMostRecentEducation numeric
@attribute facebook:numOfGroups numeric
@attribute facebook:numOfGroupsAdministrating numeric
@attribute facebook:numOfLikes numeric
@attribute facebook:numOfLinks numeric
@attribute facebook:numOfLocations numeric
@attribute facebook:numOfPhotos numeric
@attribute facebook:numOfPosts numeric
@attribute facebook:numOfReceivedComments numeric
@attribute facebook:numOfReceivedLikes numeric
@attribute facebook:numOfSchoolFriends numeric
@attribute facebook:numOfStatuses numeric
@attribute facebook:numOfStudentFriends numeric
@attribute facebook:numOfStudentFriendsWithinOneYearAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithinThreeYearsAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithinTwoYearsAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithSameAge numeric
@attribute facebook:numOfTagged numeric
@attribute linkedin:numOfCompanies numeric
@attribute linkedin:numOfConnections numeric
@attribute linkedin:numOfCoworkers numeric
@attribute linkedin:numOfFriendsFromFirstMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsFromSecondMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsFromThirdMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsWorkingAtFirstMostRecentEducation numeric
@attribute linkedin:numOfFriendsWorkingAtSecondMostRecentEducation numeric
@attribute linkedin:numOfFriendsWorkingAtThirdMostRecentEducation numeric
@attribute linkedin:numOfLinkedTwitterAccounts numeric
@attribute linkedin:numOfPositions numeric
@attribute linkedin:numOfRecommendationsReceived numeric
@attribute linkedin:numOfSchoolFriends numeric
@attribute linkedin:numOfStudentFriends numeric
@attribute twitter:numOfFavoritedTweets numeric
@attribute twitter:numOfFollowers numeric
@attribute twitter:numOfFriends numeric
@attribute twitter:numOfReceivedFavorites numeric
@attribute twitter:numOfReceivedRetweets numeric
@attribute twitter:numOfRetweetedTweets numeric
@attribute twitter:numOfTweets numeric
@attribute skynet:isEverythingEmpty {0,1}
@attribute class {fake,real}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6.838431,1.979831,0.640328,0,?,0,254.322073,7.193904,6.399733,2.199877,5.620721,6.598183,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.317838,?,3.125762,16.38316,2.939664,?,1,0,0.198405,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.942388,0,0,0,?,0,120.791426,2.945576,1.13747,0,2.888494,1.70524,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.511674,?,2.846852,22.769158,0,?,1,0,0.549219,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5.433041,0,0,0,?,0,132.436864,1.047963,0.073571,0,1.582341,0.96982,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.644669,?,1.873826,18.323938,0,?,1,0,0.910563,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.220893,0.25354,0,0,?,0,65.975756,3.35185,2.86302,3.234757,1.068797,1.749165,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.556345,?,0,0,1.332413,?,1.73473,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.196826,0.800356,0.675352,0,?,0,197.379206,4.930429,7.642108,1.799435,4.102417,5.206901,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.541926,?,1.576308,10.5537,0.190235,?,1.312286,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.447949,1.644767,0.070062,0,?,0,112.53861,3.934899,7.956094,1.181951,4.993964,4.076775,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.469261,?,0.748573,6.703899,0.803328,?,1.08248,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352623,0,0,0,0,0,39.492747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.295017,0.658183,0,0.740138,4,0,0,0,0.975243,1.733798,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.360351,0.370911,0,0,?,0,68.65624,5.536056,1.731126,0.633904,2.49961,3.076759,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.458913,?,0,0,0.307793,?,1.132488,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.591016,0.18156,0,0,?,0,67.386706,0.283384,3.118173,3.845624,3.878326,4.691361,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.593699,?,0,0,1.219502,?,1.28439,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.618125,0.265635,0,0,?,0,55.572478,0.718275,4.652631,4.39062,4.034714,0.402793,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.572674,?,0,0,1.97729,?,1.960874,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.171429,0.718909,0.79361,0,?,0,146.258771,1.767497,3.903673,2.910372,5.934929,5.135689,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.066977,?,1.827886,13.751011,0.357314,?,1.050793,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.071132,1.204317,0.409541,0,?,0,260.006245,3.342339,2.246489,5.763812,5.961239,3.859803,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.958421,?,1.648548,7.255922,0.011593,?,1.288373,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6.501803,0,0,0,?,0,117.681073,1.616169,0.239332,1.941882,0.946016,1.097573,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.351154,?,0.585898,4.872023,0,?,1.688707,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.566505,0.811273,0.733542,0,?,0,238.205546,5.445996,4.262064,0.332097,4.970424,6.776407,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.860505,?,0.246136,8.130068,2.037859,?,1.183117,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481971,0,0,0,0,0,71,6.763748,0.231319,0,0.486473,0,0,0,0,0,0,0,0,0,0,0,0,15.159862,1.595678,0,0.726399,4.278583,1.923569,6.324363,0,1,0.995921,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.986301,0.342664,0,0,?,0,26.490422,4.679929,4.27534,0.791009,0.357783,4.56658,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.662259,?,0,0,0.217283,?,1.984107,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.236979,0.406472,0,0,?,0,24.87256,5.448321,2.37636,2.75764,1.468106,2.972348,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.619433,?,0,0,0.838794,?,1.832464,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076698,0,0,0,0,0,67.485491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43108,0.342057,0,0.792116,4,0,0,0,0.689948,1.954112,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82717,0,0,0,0,0,71,4.588831,1.119303,0,0.163019,0,0,0,0,0,0,0,0,0,0,0,0,12.435013,2.20184,0,0.201118,11.537247,1.392713,5.132331,0,1,0.232904,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.347407,0,0,0,0,0,71,5.817682,0.764322,0,0.877307,0,0,0,0,0,0,0,0,0,0,0,0,13.941002,1.346628,0,0.412999,9.047318,1.261287,1.821088,0,1,1.317058,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.460807,0.050774,0.216249,0,?,0,208.349698,5.169434,6.690591,2.121402,4.738815,1.359259,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.927246,?,1.909857,11.778455,0.051295,?,1.924969,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.57903,1.252275,0.283837,0,?,0,229.855271,2.639265,2.787499,0.07979,3.267678,2.45027,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.709079,?,1.488442,14.315657,1.811581,?,1.873449,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045839,0,0,0,0,0,71,2.994932,0.60404,0,0.571253,0,0,0,0,0,0,0,0,0,0,0,0,11.478872,1.377472,0,0.662268,11.799035,0.545425,6.721615,0,1,0.133347,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
